Produk sering beli,Saluran belanja,Motivasi utama pembelian,Hobi,Minat,Pernyataan: Membaca adalah bagian penting dari pengembangan diri saya,Pernyataan: Saya sering mencari inspirasi untuk kegiatan kreatif dari buku atau alat tulis,Pernyataan: Saya berusaha menerapkan gaya hidup minimalis dalam hal kepemilikan barang,Pernyataan: Saya nyaman menggunakan teknologi digital untuk membaca dan mencatat,cluster
"{'Alat Kantor/Sekolah', 'Komik', 'Buku Non-Fiksi'}",{'Aplikasi Gramedia.com'},{'Kado atau hadiah'},{'Literasi'},"{'edukasi', 'Self Wear'}",{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},2
{'Alat Seni'},{'Toko buku independen lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Untuk mengekspresikan kreativitas'}",{'Literasi'},"{'edukasi', 'Self Wear'}",{'Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},2
{'Alat Seni'},{'Website Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}",{'Lifestyle'},"{'edukasi', 'Self Wear'}",{'Sangat Tidak Setuju'},{'Setuju'},{'Netral'},{'Sangat Tidak Setuju'},4
"{'Alat Kantor/Sekolah', 'Novel Fiksi', 'Alat Seni'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Untuk mengekspresikan kreativitas'}",{'Aktivitas Rekreasional'},"{'edukasi', 'Alat Seni'}",{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Netral'},0
{'Novel Fiksi'},{'Website Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Lifestyle', 'Aktivitas Rekreasional', 'Seni'}",{'edukasi'},{'Sangat Setuju'},{'Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},3
"{'Sport & mainanan', 'Alat Kantor/Sekolah'}",{'Toko buku independen lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}",{'Lifestyle'},"{'edukasi', 'Daily needs'}",{'Tidak Setuju'},{'Netral'},{'Setuju'},{'Setuju'},1
"{'Sport & mainanan', 'Novel Fiksi', 'Buku Non-Fiksi'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kado atau hadiah'}","{'Lifestyle', 'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Self Wear'}",{'Tidak Setuju'},{'Netral'},{'Netral'},{'Setuju'},1
"{'Alat Kantor/Sekolah', 'Novel Fiksi', 'Alat Seni'}",{'Aplikasi Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Kado atau hadiah'}",{'Literasi'},"{'edukasi', 'Self Wear', 'Daily needs'}",{'Tidak Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},0
{'Alat Kantor/Sekolah'},{'Aplikasi Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}",{'Aktivitas Rekreasional'},"{'edukasi', 'Self Wear', 'Alat Seni'}",{'Netral'},{'Sangat Tidak Setuju'},{'Setuju'},{'Sangat Setuju'},3
{'Sport & mainanan'},{'Toko Gramedia'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi', 'Menambah pengetahuan'}","{'Lifestyle', 'Aktivitas Rekreasional', 'Seni'}","{'Self Wear', 'Daily needs'}",{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},2
{'Alat Seni'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan'}","{'Literasi', 'Lifestyle'}","{'edukasi', 'Self Wear'}",{'Setuju'},{'Tidak Setuju'},{'Setuju'},{'Tidak Setuju'},2
{'Alat Seni'},{'Toko buku independen lainnya'},{'Hiburan atau relaksasi'},"{'Literasi', 'Lifestyle', 'Aktivitas Rekreasional'}","{'edukasi', 'Self Wear'}",{'Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Setuju'},0
{'Sport & mainanan'},{'Toko alat tulis lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Untuk mengekspresikan kreativitas'}",{'Aktivitas Rekreasional'},"{'edukasi', 'Self Wear'}",{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},0
{'Sport & mainanan'},{'Toko Gramedia'},{'Untuk mengekspresikan kreativitas'},{'Literasi'},"{'edukasi', 'Alat Seni'}",{'Sangat Setuju'},{'Tidak Setuju'},{'Netral'},{'Sangat Setuju'},0
"{'Alat Kantor/Sekolah', 'Komik'}",{'Aplikasi Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', ""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Untuk mengekspresikan kreativitas'}",{'Aktivitas Rekreasional'},{'Self Wear'},{'Tidak Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},{'Netral'},1
{'Alat Kantor/Sekolah'},{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan'}",{'Lifestyle'},{'Self Wear'},{'Netral'},{'Netral'},{'Tidak Setuju'},{'Tidak Setuju'},3
{'Komik'},{'Toko alat tulis lainnya'},{'Untuk mengekspresikan kreativitas'},"{'Lifestyle', 'Aktivitas Rekreasional'}","{'edukasi', 'Self Wear'}",{'Setuju'},{'Netral'},{'Sangat Setuju'},{'Netral'},4
{'Novel Fiksi'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Literasi', 'Aktivitas Rekreasional'}","{'Self Wear', 'Alat Seni'}",{'Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},0
"{'Buku Non-Fiksi', 'Alat Seni'}",{'Toko buku independen lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Untuk mengekspresikan kreativitas'}","{'Lifestyle', 'Aktivitas Rekreasional', 'Seni'}",{'Daily needs'},{'Tidak Setuju'},{'Setuju'},{'Tidak Setuju'},{'Setuju'},1
"{'Sport & mainanan', 'Novel Fiksi', 'Alat Seni'}",{'Toko Gramedia'},"{'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}","{'Lifestyle', 'Seni'}",{'edukasi'},{'Netral'},{'Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},3
{'Alat Kantor/Sekolah'},{'Aplikasi Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Literasi', 'Lifestyle', 'Seni'}",{'edukasi'},{'Setuju'},{'Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},2
{'Sport & mainanan'},{'Website Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}",{'Literasi'},{'edukasi'},{'Netral'},{'Setuju'},{'Setuju'},{'Tidak Setuju'},0
{'Alat Kantor/Sekolah'},{'Aplikasi Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Kado atau hadiah'}",{'Lifestyle'},"{'edukasi', 'Self Wear', 'Alat Seni'}",{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},{'Netral'},4
"{'Alat Kantor/Sekolah', 'Buku Anak', 'Alat Seni'}",{'Aplikasi Gramedia Digital (ebook)'},{'Hiburan atau relaksasi'},"{'Lifestyle', 'Aktivitas Rekreasional', 'Seni'}",{'edukasi'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Netral'},4
"{'Edukasi', 'Komik', 'Buku Anak'}",{'Website Gramedia.com'},"{'Hiburan atau relaksasi', 'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}",{'Seni'},{'Self Wear'},{'Sangat Tidak Setuju'},{'Setuju'},{'Netral'},{'Sangat Setuju'},1
"{'Alat Kantor/Sekolah', 'Alat Seni'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}",{'Literasi'},"{'edukasi', 'Self Wear', 'Alat Seni'}",{'Setuju'},{'Tidak Setuju'},{'Netral'},{'Setuju'},1
"{'Alat Kantor/Sekolah', 'Komik'}",{'Website Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan'}",{'Lifestyle'},"{'Self Wear', 'Daily needs'}",{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Netral'},{'Sangat Setuju'},3
"{'Edukasi', 'Alat Seni'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}",{'Aktivitas Rekreasional'},{'Alat Seni'},{'Sangat Setuju'},{'Sangat Setuju'},{'Setuju'},{'Sangat Setuju'},0
"{'Sport & mainanan', 'Alat Kantor/Sekolah', 'Buku Anak'}",{'Aplikasi Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Kado atau hadiah'}",{'Seni'},"{'edukasi', 'Self Wear', 'Alat Seni'}",{'Setuju'},{'Sangat Setuju'},{'Netral'},{'Sangat Tidak Setuju'},2
{'Alat Seni'},{'Toko Gramedia'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}","{'Literasi', 'Aktivitas Rekreasional'}","{'edukasi', 'Self Wear'}",{'Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},{'Netral'},4
"{'Alat Kantor/Sekolah', 'Buku Non-Fiksi'}",{'Toko buku independen lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi'}","{'Literasi', 'Aktivitas Rekreasional'}",{'edukasi'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Setuju'},0
{'Alat Kantor/Sekolah'},{'Aplikasi Gramedia Digital (ebook)'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kado atau hadiah'}",{'Lifestyle'},"{'edukasi', 'Self Wear'}",{'Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},1
{'Buku Anak'},{'Aplikasi Gramedia Digital (ebook)'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan'}","{'Literasi', 'Lifestyle'}","{'edukasi', 'Self Wear', 'Daily needs'}",{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},3
"{'Sport & mainanan', 'Komik', 'Buku Non-Fiksi'}",{'Website Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi', ""Sebagai bentuk 'self-reward' atau apresiasi diri""}",{'Lifestyle'},{'edukasi'},{'Sangat Setuju'},{'Tidak Setuju'},{'Setuju'},{'Tidak Setuju'},0
{'Buku Anak'},{'Toko buku independen lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan'}",{'Literasi'},"{'Self Wear', 'Daily needs'}",{'Tidak Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},3
"{'Edukasi', 'Novel Fiksi'}",{'Toko Gramedia'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Untuk mengekspresikan kreativitas'}","{'Literasi', 'Aktivitas Rekreasional', 'Seni'}",{'Alat Seni'},{'Tidak Setuju'},{'Setuju'},{'Setuju'},{'Setuju'},1
"{'Sport & mainanan', 'Alat Kantor/Sekolah'}",{'Toko alat tulis lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan'}","{'Literasi', 'Seni'}",{'Daily needs'},{'Netral'},{'Tidak Setuju'},{'Netral'},{'Setuju'},1
"{'Edukasi', 'Komik', 'Alat Seni'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Menambah pengetahuan'}",{'Lifestyle'},"{'edukasi', 'Self Wear'}",{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},2
{'Alat Kantor/Sekolah'},{'Aplikasi Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Menambah pengetahuan', 'Kado atau hadiah'}","{'Lifestyle', 'Aktivitas Rekreasional'}","{'edukasi', 'Self Wear'}",{'Sangat Setuju'},{'Setuju'},{'Netral'},{'Tidak Setuju'},0
"{'Komik', 'Alat Seni'}",{'Toko buku independen lainnya'},{'Untuk mengekspresikan kreativitas'},"{'Lifestyle', 'Aktivitas Rekreasional'}","{'Self Wear', 'Daily needs'}",{'Sangat Tidak Setuju'},{'Netral'},{'Setuju'},{'Sangat Setuju'},4
"{'Alat Kantor/Sekolah', 'Buku Anak'}",{'Website Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Literasi', 'Lifestyle', 'Seni'}",{'Self Wear'},{'Sangat Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},{'Netral'},0
{'Alat Seni'},{'Website Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi', ""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Lifestyle', 'Aktivitas Rekreasional'}",{'edukasi'},{'Sangat Setuju'},{'Setuju'},{'Netral'},{'Sangat Setuju'},4
{'Alat Seni'},{'Toko buku independen lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}",{'Literasi'},"{'Self Wear', 'Daily needs'}",{'Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},0
"{'Novel Fiksi', 'Buku Anak', 'Alat Seni'}",{'Toko buku independen lainnya'},"{'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}",{'Lifestyle'},"{'edukasi', 'Self Wear', 'Daily needs'}",{'Setuju'},{'Sangat Setuju'},{'Netral'},{'Setuju'},1
"{'Sport & mainanan', 'Novel Fiksi', 'Alat Seni'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi', 'Kado atau hadiah'}",{'Lifestyle'},{'Self Wear'},{'Sangat Setuju'},{'Sangat Setuju'},{'Setuju'},{'Netral'},4
"{'Alat Kantor/Sekolah', 'Komik'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Kado atau hadiah'}","{'Literasi', 'Seni'}","{'edukasi', 'Daily needs'}",{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},4
"{'Komik', 'Buku Anak', 'Sport & mainanan'}",{'Toko Gramedia'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}","{'Literasi', 'Lifestyle'}","{'edukasi', 'Self Wear', 'Alat Seni'}",{'Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},0
"{'Sport & mainanan', 'Alat Kantor/Sekolah', 'Komik'}",{'Toko alat tulis lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Aktivitas Rekreasional', 'Seni'}",{'Self Wear'},{'Netral'},{'Tidak Setuju'},{'Netral'},{'Sangat Tidak Setuju'},1
"{'Edukasi', 'Alat Seni'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Hiburan atau relaksasi', 'Menambah pengetahuan'}",{'Literasi'},{'edukasi'},{'Sangat Setuju'},{'Tidak Setuju'},{'Netral'},{'Sangat Tidak Setuju'},0
{'Alat Seni'},{'Aplikasi Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas'}",{'Literasi'},{'edukasi'},{'Setuju'},{'Setuju'},{'Netral'},{'Setuju'},1
"{'Edukasi', 'Buku Anak', 'Alat Seni'}",{'Toko alat tulis lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Literasi', 'Lifestyle', 'Seni'}","{'Self Wear', 'Alat Seni'}",{'Sangat Tidak Setuju'},{'Netral'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},4
"{'Sport & mainanan', 'Novel Fiksi', 'Alat Seni'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}","{'Aktivitas Rekreasional', 'Seni'}","{'Daily needs', 'Alat Seni'}",{'Setuju'},{'Setuju'},{'Netral'},{'Sangat Tidak Setuju'},2
{'Alat Kantor/Sekolah'},{'Toko alat tulis lainnya'},"{'Hiburan atau relaksasi', 'Kado atau hadiah'}","{'Lifestyle', 'Aktivitas Rekreasional', 'Seni'}",{'Alat Seni'},{'Netral'},{'Setuju'},{'Sangat Setuju'},{'Setuju'},1
"{'Novel Fiksi', 'Buku Anak'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{""Sebagai bentuk 'self-reward' atau apresiasi diri""}",{'Literasi'},{'Alat Seni'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},0
"{'Alat Kantor/Sekolah', 'Alat Seni'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}","{'Literasi', 'Aktivitas Rekreasional'}",{'Daily needs'},{'Setuju'},{'Sangat Tidak Setuju'},{'Netral'},{'Sangat Tidak Setuju'},2
"{'Sport & mainanan', 'Buku Non-Fiksi', 'Alat Seni'}",{'Toko alat tulis lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Literasi', 'Lifestyle', 'Aktivitas Rekreasional'}","{'edukasi', 'Self Wear'}",{'Sangat Setuju'},{'Sangat Setuju'},{'Netral'},{'Setuju'},1
"{'Edukasi', 'Alat Seni'}",{'Toko buku independen lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan', 'Kado atau hadiah'}","{'Literasi', 'Lifestyle', 'Aktivitas Rekreasional'}","{'Daily needs', 'Alat Seni'}",{'Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},2
{'Alat Kantor/Sekolah'},"{'Marketplace (Shopee, Tokopedia, dll.)'}",{'Untuk mengekspresikan kreativitas'},"{'Aktivitas Rekreasional', 'Seni'}","{'edukasi', 'Alat Seni'}",{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},{'Netral'},4
{'Sport & mainanan'},{'Toko buku independen lainnya'},{'Menambah pengetahuan'},{'Aktivitas Rekreasional'},"{'edukasi', 'Self Wear', 'Daily needs'}",{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},3
{'Alat Kantor/Sekolah'},{'Toko alat tulis lainnya'},"{'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}","{'Lifestyle', 'Aktivitas Rekreasional'}",{'Self Wear'},{'Netral'},{'Netral'},{'Sangat Tidak Setuju'},{'Netral'},4
{'Alat Kantor/Sekolah'},{'Aplikasi Gramedia Digital (ebook)'},{'Kado atau hadiah'},"{'Literasi', 'Aktivitas Rekreasional'}","{'edukasi', 'Self Wear', 'Alat Seni'}",{'Tidak Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},{'Netral'},1
"{'Buku Non-Fiksi', 'Alat Seni'}",{'Toko alat tulis lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan'}",{'Seni'},"{'edukasi', 'Self Wear'}",{'Tidak Setuju'},{'Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},1
{'Alat Kantor/Sekolah'},{'Toko alat tulis lainnya'},{'Kado atau hadiah'},{'Literasi'},"{'edukasi', 'Self Wear'}",{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},0
"{'Sport & mainanan', 'Novel Fiksi', 'Buku Anak'}",{'Aplikasi Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', ""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Lifestyle', 'Aktivitas Rekreasional', 'Seni'}","{'Self Wear', 'Alat Seni'}",{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},{'Sangat Setuju'},2
"{'Alat Kantor/Sekolah', 'Komik', 'Buku Non-Fiksi'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}","{'Lifestyle', 'Aktivitas Rekreasional'}",{'edukasi'},{'Sangat Setuju'},{'Netral'},{'Setuju'},{'Sangat Setuju'},4
{'Buku Non-Fiksi'},{'Toko buku independen lainnya'},{'Untuk mengekspresikan kreativitas'},{'Lifestyle'},{'Self Wear'},{'Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},{'Netral'},4
{'Alat Kantor/Sekolah'},{'Toko buku independen lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}","{'Lifestyle', 'Seni'}",{'Self Wear'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Setuju'},1
"{'Alat Kantor/Sekolah', 'Alat Seni', 'Buku Non-Fiksi'}",{'Website Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi'}","{'Aktivitas Rekreasional', 'Seni'}",{'edukasi'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},4
"{'Edukasi', 'Novel Fiksi', 'Alat Seni'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Untuk mengekspresikan kreativitas'}",{'Aktivitas Rekreasional'},{'edukasi'},{'Sangat Tidak Setuju'},{'Netral'},{'Setuju'},{'Setuju'},4
"{'Sport & mainanan', 'Alat Kantor/Sekolah'}",{'Website Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi', 'Kado atau hadiah'}",{'Lifestyle'},"{'edukasi', 'Self Wear'}",{'Setuju'},{'Netral'},{'Sangat Setuju'},{'Setuju'},1
"{'Edukasi', 'Novel Fiksi', 'Alat Seni'}",{'Aplikasi Gramedia.com'},{'Hiburan atau relaksasi'},"{'Literasi', 'Aktivitas Rekreasional', 'Seni'}",{'Daily needs'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Setuju'},2
{'Sport & mainanan'},{'Toko alat tulis lainnya'},{'Kado atau hadiah'},"{'Lifestyle', 'Aktivitas Rekreasional', 'Seni'}",{'edukasi'},{'Netral'},{'Netral'},{'Netral'},{'Tidak Setuju'},1
{'Alat Seni'},{'Toko buku independen lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Lifestyle', 'Aktivitas Rekreasional'}","{'edukasi', 'Self Wear'}",{'Sangat Setuju'},{'Setuju'},{'Netral'},{'Sangat Tidak Setuju'},0
"{'Alat Kantor/Sekolah', 'Komik', 'Alat Seni'}",{'Toko buku independen lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}",{'Lifestyle'},"{'Self Wear', 'Daily needs'}",{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},3
"{'Buku Anak', 'Buku Non-Fiksi'}","{'Marketplace (Shopee, Tokopedia, dll.)'}",{'Menambah pengetahuan'},"{'Lifestyle', 'Aktivitas Rekreasional'}","{'edukasi', 'Self Wear'}",{'Sangat Tidak Setuju'},{'Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},0
"{'Edukasi', 'Novel Fiksi', 'Buku Non-Fiksi'}",{'Toko buku independen lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan', 'Kado atau hadiah'}",{'Lifestyle'},{'Alat Seni'},{'Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Setuju'},1
"{'Edukasi', 'Alat Kantor/Sekolah', 'Sport & mainanan'}",{'Website Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}",{'Aktivitas Rekreasional'},{'Daily needs'},{'Setuju'},{'Netral'},{'Tidak Setuju'},{'Netral'},3
"{'Alat Kantor/Sekolah', 'Alat Seni'}",{'Toko alat tulis lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}","{'Literasi', 'Lifestyle', 'Aktivitas Rekreasional'}","{'Self Wear', 'Alat Seni'}",{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},0
{'Novel Fiksi'},{'Website Gramedia.com'},{'Menambah pengetahuan'},"{'Lifestyle', 'Aktivitas Rekreasional', 'Seni'}",{'Self Wear'},{'Netral'},{'Sangat Tidak Setuju'},{'Setuju'},{'Sangat Setuju'},3
{'Alat Seni'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Hiburan atau relaksasi', 'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}",{'Literasi'},"{'edukasi', 'Self Wear'}",{'Netral'},{'Netral'},{'Sangat Tidak Setuju'},{'Setuju'},3
"{'Buku Non-Fiksi', 'Novel Fiksi', 'Alat Seni'}",{'Website Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi'}","{'Aktivitas Rekreasional', 'Seni'}",{'Self Wear'},{'Tidak Setuju'},{'Netral'},{'Tidak Setuju'},{'Setuju'},1
