Produk sering beli,Saluran belanja,Motivasi utama pembelian,Hobi,Minat,Pernyataan: Membaca adalah bagian penting dari pengembangan diri saya,Pernyataan: Saya sering mencari inspirasi untuk kegiatan kreatif dari buku atau alat tulis,Pernyataan: Saya berusaha menerapkan gaya hidup minimalis dalam hal kepemilikan barang,Pernyataan: Saya nyaman menggunakan teknologi digital untuk membaca dan mencatat,cluster
"{'Buku Anak', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Aplikasi Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Kado atau hadiah'}","{'Bermain game (offline/online)', 'Menulis (diari, blog, atau lainnya)'}","{'Mainan', 'Buku fiksi (novel, komik, buku anak)', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},5
{'Mainan/Collectible item'},{'Aplikasi Gramedia Digital (ebook)'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi', 'Kado atau hadiah'}","{'Bermain game (offline/online)', 'Menghadiri acara budaya atau edukasi'}","{'Mainan', 'Kesehatan dan Kecantikan'}",{'Setuju'},{'Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},2
"{'Jurnal/Perencana (Planner)', 'Perlengkapan Seni/Kreatif', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Aplikasi Gramedia.com'},{'Untuk mengekspresikan kreativitas'},"{'Travelling', 'Melukis atau menggambar'}","{'Mainan', 'Alat Tulis kantor atau sekolah'}",{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Netral'},{'Setuju'},3
"{'Alat Olahraga', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Toko buku independen lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Hiburan atau relaksasi'}","{'Melukis atau menggambar', 'Olahraga'}","{'Buku fiksi (novel, komik, buku anak)'}",{'Sangat Setuju'},{'Netral'},{'Setuju'},{'Sangat Tidak Setuju'},1
{'Perlengkapan Seni/Kreatif'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas', 'Hiburan atau relaksasi'}",{'Belanja online/offline'},"{'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},2
"{'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)', 'Perlengkapan Kantor atau Sekolah'}",{'Website Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi'}",{'Melukis atau menggambar'},"{'Mainan', 'Buku fiksi (novel, komik, buku anak)', 'Alat Olahraga'}",{'Netral'},{'Sangat Setuju'},{'Tidak Setuju'},{'Setuju'},4
{'Alat Musik'},{'Website Gramedia.com'},{'Hiburan atau relaksasi'},"{'Melukis atau menggambar', 'Belanja online/offline', 'Membaca buku atau majalah'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Buku fiksi (novel, komik, buku anak)', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Setuju'},{'Netral'},{'Setuju'},{'Netral'},1
"{'Perlengkapan Seni/Kreatif', 'Komik/Novel Grafis', 'Alat Olahraga'}",{'Toko buku independen lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}","{'Travelling', 'Menulis (diari, blog, atau lainnya)'}","{'Alat Musik & kesenian', 'Alat Tulis kantor atau sekolah', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Tidak Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},5
"{'Mainan/Collectible item', 'Perlengkapan Seni/Kreatif', 'Perlengkapan Kantor atau Sekolah'}",{'Aplikasi Gramedia.com'},{'Kado atau hadiah'},"{'Travelling', 'Menghadiri acara budaya atau edukasi'}","{'Mainan', 'Buku non-fiksi (pengembangan diri, sejarah, agama)'}",{'Sangat Tidak Setuju'},{'Setuju'},{'Tidak Setuju'},{'Setuju'},5
{'Komik/Novel Grafis'},{'Toko buku independen lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan'}",{'Belanja online/offline'},"{'Mainan', 'Buku fiksi (novel, komik, buku anak)'}",{'Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Netral'},4
"{'Jurnal/Perencana (Planner)', 'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Alat Musik'}",{'Aplikasi Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Bermain musik', 'Olahraga', 'Melukis atau menggambar'}","{'Alat Musik & kesenian', 'Alat Tulis kantor atau sekolah', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Netral'},{'Netral'},{'Sangat Setuju'},{'Sangat Setuju'},5
"{'Novel Fiksi', 'Perlengkapan Seni/Kreatif'}",{'Aplikasi Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Menambah pengetahuan', 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Bermain game (offline/online)', 'Menulis (diari, blog, atau lainnya)', 'Olahraga'}","{'Mainan', 'Alat Olahraga'}",{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Netral'},{'Netral'},3
"{'Jurnal/Perencana (Planner)', 'Buku Anak', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Website Gramedia.com'},{'Untuk mengekspresikan kreativitas'},"{'Melukis atau menggambar', 'Menghadiri acara budaya atau edukasi', 'Menulis (diari, blog, atau lainnya)'}","{'Buku fiksi (novel, komik, buku anak)'}",{'Tidak Setuju'},{'Sangat Setuju'},{'Netral'},{'Netral'},4
"{'Jurnal/Perencana (Planner)', 'Perlengkapan Seni/Kreatif'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Bermain musik', 'Menghadiri acara budaya atau edukasi', 'Menulis (diari, blog, atau lainnya)'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},2
{'Perlengkapan Kantor atau Sekolah'},{'Toko alat tulis lainnya'},{'Menambah pengetahuan'},{'Bermain game (offline/online)'},"{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Alat Musik & kesenian', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Setuju'},{'Netral'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},0
"{'Mainan/Collectible item', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Aplikasi Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Kado atau hadiah'}","{'Travelling', 'Olahraga', 'Membaca buku atau majalah'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Alat Tulis kantor atau sekolah'}",{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Setuju'},5
"{'Buku Anak', 'Komik/Novel Grafis'}",{'Toko buku independen lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}","{'Bermain musik', 'Travelling', 'Olahraga'}","{'Kesehatan dan Kecantikan', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Setuju'},{'Netral'},{'Setuju'},{'Sangat Tidak Setuju'},1
{'Komik/Novel Grafis'},{'Toko buku independen lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Kado atau hadiah'}","{'Belanja online/offline', 'Travelling'}","{'Alat Tulis kantor atau sekolah', 'Alat Olahraga', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Netral'},{'Sangat Tidak Setuju'},{'Setuju'},{'Tidak Setuju'},1
"{'Mainan/Collectible item', 'Perlengkapan Kantor atau Sekolah'}",{'Aplikasi Gramedia Digital (ebook)'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Untuk mengekspresikan kreativitas'}","{'Menulis (diari, blog, atau lainnya)'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Netral'},3
{'Mainan/Collectible item'},{'Aplikasi Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}","{'Menulis (diari, blog, atau lainnya)', 'Melukis atau menggambar'}","{'Buku fiksi (novel, komik, buku anak)', 'Alat Tulis kantor atau sekolah'}",{'Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Setuju'},5
"{'Mainan/Collectible item', 'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Perlengkapan Kantor atau Sekolah'}",{'Website Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Bermain game (offline/online)', 'Menulis (diari, blog, atau lainnya)'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Alat Musik & kesenian', 'Alat Tulis kantor atau sekolah'}",{'Sangat Setuju'},{'Sangat Setuju'},{'Netral'},{'Setuju'},4
"{'Perlengkapan Kantor atau Sekolah', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Aplikasi Gramedia.com'},"{'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}","{'Bermain game (offline/online)', 'Belanja online/offline', 'Melukis atau menggambar'}",{'Mainan'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},3
{'Novel Fiksi'},{'Website Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}",{'Membaca buku atau majalah'},"{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Buku fiksi (novel, komik, buku anak)'}",{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},0
{'Jurnal/Perencana (Planner)'},{'Website Gramedia.com'},{'Hiburan atau relaksasi'},{'Olahraga'},"{'Mainan', 'Alat Olahraga'}",{'Sangat Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},{'Setuju'},4
"{'Perlengkapan Seni/Kreatif', 'Komik/Novel Grafis', 'Perlengkapan Kantor atau Sekolah'}",{'Toko alat tulis lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}","{'Bermain musik', 'Menulis (diari, blog, atau lainnya)'}",{'Mainan'},{'Sangat Setuju'},{'Netral'},{'Setuju'},{'Netral'},1
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Novel Fiksi'}",{'Toko buku independen lainnya'},"{'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}","{'Menulis (diari, blog, atau lainnya)', 'Travelling', 'Melukis atau menggambar'}","{'Kesehatan dan Kecantikan', 'Buku fiksi (novel, komik, buku anak)', 'Alat Tulis kantor atau sekolah'}",{'Netral'},{'Sangat Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},4
"{'Komik/Novel Grafis', 'Alat Musik'}",{'Website Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Untuk mengekspresikan kreativitas'}","{'Bermain game (offline/online)', 'Belanja online/offline', 'Menghadiri acara budaya atau edukasi'}",{'Kesehatan dan Kecantikan'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Setuju'},{'Sangat Setuju'},3
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Perlengkapan Seni/Kreatif'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi', ""Sebagai bentuk 'self-reward' atau apresiasi diri""}",{'Bermain musik'},{'Mainan'},{'Netral'},{'Sangat Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},0
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Aplikasi Gramedia Digital (ebook)'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Hiburan atau relaksasi', 'Menambah pengetahuan'}",{'Belanja online/offline'},"{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Setuju'},{'Netral'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},0
"{'Perlengkapan Seni/Kreatif', 'Komik/Novel Grafis'}",{'Toko Gramedia'},{'Kado atau hadiah'},{'Bermain game (offline/online)'},"{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Alat Tulis kantor atau sekolah', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Tidak Setuju'},{'Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},0
{'Komik/Novel Grafis'},{'Toko buku independen lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi'}","{'Bermain game (offline/online)', 'Menghadiri acara budaya atau edukasi', 'Olahraga'}","{'Mainan', 'Alat Musik & kesenian', 'Buku fiksi (novel, komik, buku anak)'}",{'Tidak Setuju'},{'Setuju'},{'Netral'},{'Tidak Setuju'},2
"{'Perlengkapan Seni/Kreatif', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)', 'Perlengkapan Kantor atau Sekolah'}",{'Toko buku independen lainnya'},{'Hiburan atau relaksasi'},{'Bermain musik'},"{'Buku fiksi (novel, komik, buku anak)', 'Kesehatan dan Kecantikan', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Setuju'},{'Tidak Setuju'},1
{'Alat Musik'},{'Toko buku independen lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Untuk mengekspresikan kreativitas'}","{'Bermain game (offline/online)', 'Bermain musik', 'Travelling'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)'}",{'Sangat Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Setuju'},1
"{'Jurnal/Perencana (Planner)', 'Alat Olahraga'}",{'Toko alat tulis lainnya'},"{'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}","{'Bermain game (offline/online)', 'Olahraga'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Buku fiksi (novel, komik, buku anak)', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},2
{'Komik/Novel Grafis'},{'Toko Gramedia'},"{'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}",{'Bermain musik'},"{'Kesehatan dan Kecantikan', 'Alat Olahraga', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Setuju'},{'Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},1
"{'Perlengkapan Seni/Kreatif', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Toko alat tulis lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}",{'Olahraga'},"{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Alat Tulis kantor atau sekolah'}",{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},3
{'Novel Fiksi'},{'Toko Gramedia'},{'Menambah pengetahuan'},{'Belanja online/offline'},"{'Alat Musik & kesenian', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},{'Setuju'},1
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)', 'Buku Anak', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Aplikasi Gramedia.com'},{'Untuk mengekspresikan kreativitas'},"{'Bermain game (offline/online)', 'Melukis atau menggambar'}","{'Alat Musik & kesenian', 'Buku fiksi (novel, komik, buku anak)'}",{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Netral'},{'Sangat Setuju'},3
"{'Novel Fiksi', 'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)'}",{'Aplikasi Gramedia Digital (ebook)'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}",{'Menghadiri acara budaya atau edukasi'},"{'Mainan', 'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Netral'},{'Setuju'},0
"{'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Toko Gramedia'},{'Menambah pengetahuan'},"{'Menghadiri acara budaya atau edukasi', 'Menulis (diari, blog, atau lainnya)'}","{'Buku fiksi (novel, komik, buku anak)', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Tidak Setuju'},{'Setuju'},{'Netral'},{'Tidak Setuju'},0
"{'Jurnal/Perencana (Planner)', 'Perlengkapan Kantor atau Sekolah'}",{'Toko alat tulis lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi'}","{'Bermain game (offline/online)', 'Travelling'}","{'Buku fiksi (novel, komik, buku anak)', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Tidak Setuju'},{'Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},2
{'Alat Olahraga'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Kado atau hadiah'}",{'Olahraga'},{'Kesehatan dan Kecantikan'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},3
"{'Jurnal/Perencana (Planner)', 'Alat Olahraga', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Toko buku independen lainnya'},{'Untuk mengekspresikan kreativitas'},{'Bermain game (offline/online)'},"{'Kesehatan dan Kecantikan', 'Alat Olahraga'}",{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Netral'},{'Setuju'},3
{'Perlengkapan Kantor atau Sekolah'},{'Toko Gramedia'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan'}","{'Bermain game (offline/online)', 'Menghadiri acara budaya atau edukasi'}","{'Kesehatan dan Kecantikan', 'Buku fiksi (novel, komik, buku anak)', 'Alat Tulis kantor atau sekolah'}",{'Netral'},{'Netral'},{'Setuju'},{'Setuju'},1
"{'Novel Fiksi', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Toko Gramedia'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}",{'Menghadiri acara budaya atau edukasi'},{'Alat Tulis kantor atau sekolah'},{'Sangat Tidak Setuju'},{'Netral'},{'Netral'},{'Sangat Tidak Setuju'},0
"{'Perlengkapan Seni/Kreatif', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Toko Gramedia'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}",{'Olahraga'},"{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Netral'},{'Netral'},3
{'Jurnal/Perencana (Planner)'},{'Toko buku independen lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi'}","{'Bermain musik', 'Olahraga'}",{'Alat Tulis kantor atau sekolah'},{'Netral'},{'Setuju'},{'Setuju'},{'Setuju'},1
"{'Jurnal/Perencana (Planner)', 'Perlengkapan Seni/Kreatif', 'Alat Musik'}",{'Website Gramedia.com'},{'Untuk mengekspresikan kreativitas'},"{'Travelling', 'Olahraga'}","{'Buku fiksi (novel, komik, buku anak)'}",{'Sangat Setuju'},{'Netral'},{'Netral'},{'Netral'},4
"{'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Toko alat tulis lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Travelling', 'Membaca buku atau majalah', 'Menulis (diari, blog, atau lainnya)'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Alat Tulis kantor atau sekolah', 'Alat Olahraga'}",{'Tidak Setuju'},{'Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},2
"{'Jurnal/Perencana (Planner)', 'Alat Musik'}",{'Aplikasi Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kado atau hadiah'}","{'Travelling', 'Belanja online/offline'}",{'Kesehatan dan Kecantikan'},{'Tidak Setuju'},{'Setuju'},{'Setuju'},{'Netral'},1
"{'Novel Fiksi', 'Perlengkapan Seni/Kreatif'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Hiburan atau relaksasi', 'Kado atau hadiah'}","{'Bermain game (offline/online)', 'Travelling', 'Olahraga'}","{'Mainan', 'Alat Tulis kantor atau sekolah', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Setuju'},5
"{'Jurnal/Perencana (Planner)', 'Alat Musik', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Toko alat tulis lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Hiburan atau relaksasi'}","{'Menulis (diari, blog, atau lainnya)', 'Travelling', 'Olahraga'}","{'Buku fiksi (novel, komik, buku anak)', 'Kesehatan dan Kecantikan', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Sangat Setuju'},{'Setuju'},{'Netral'},{'Tidak Setuju'},2
"{'Mainan/Collectible item', 'Buku Anak', 'Alat Tulis Umum (Kantor/Sekolah)'}",{'Toko buku independen lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Untuk mengekspresikan kreativitas'}","{'Travelling', 'Menghadiri acara budaya atau edukasi', 'Menulis (diari, blog, atau lainnya)'}",{'Alat Tulis kantor atau sekolah'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Netral'},3
"{'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)'}",{'Aplikasi Gramedia.com'},{'Menambah pengetahuan'},{'Bermain musik'},"{'Buku fiksi (novel, komik, buku anak)', 'Alat Olahraga'}",{'Sangat Setuju'},{'Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},0
"{'Perlengkapan Seni/Kreatif', 'Alat Olahraga'}",{'Toko alat tulis lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}",{'Travelling'},{'Alat Tulis kantor atau sekolah'},{'Netral'},{'Sangat Tidak Setuju'},{'Netral'},{'Sangat Setuju'},3
"{'Mainan/Collectible item', 'Perlengkapan Seni/Kreatif', 'Buku Anak'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Hiburan atau relaksasi', 'Kado atau hadiah'}",{'Melukis atau menggambar'},"{'Buku fiksi (novel, komik, buku anak)', 'Alat Olahraga'}",{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},0
"{'Mainan/Collectible item', 'Perlengkapan Seni/Kreatif', 'Perlengkapan Kantor atau Sekolah'}",{'Toko Gramedia'},{'Menambah pengetahuan'},"{'Melukis atau menggambar', 'Membaca buku atau majalah', 'Menulis (diari, blog, atau lainnya)'}","{'Buku fiksi (novel, komik, buku anak)'}",{'Netral'},{'Tidak Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},0
"{'Perlengkapan Seni/Kreatif', 'Alat Olahraga'}",{'Toko Gramedia'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Belanja online/offline', 'Menulis (diari, blog, atau lainnya)'}",{'Alat Musik & kesenian'},{'Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Netral'},2
"{'Buku Anak', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)', 'Perlengkapan Kantor atau Sekolah'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas'}","{'Olahraga', 'Melukis atau menggambar'}","{'Buku fiksi (novel, komik, buku anak)'}",{'Setuju'},{'Setuju'},{'Setuju'},{'Tidak Setuju'},2
"{'Buku Anak', 'Buku Pelajaran/Edukasi (Termasuk Latihan Soal, Kamus)', 'Perlengkapan Kantor atau Sekolah'}",{'Toko buku independen lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}",{'Belanja online/offline'},{'Mainan'},{'Sangat Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},1
"{'Buku Non-Fiksi (Pengembangan Diri, Bisnis, dll.)'}",{'Toko alat tulis lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Menambah pengetahuan'}","{'Menulis (diari, blog, atau lainnya)'}","{'Buku non-fiksi (pengembangan diri, sejarah, agama)', 'Buku fiksi (novel, komik, buku anak)', 'Buku Edukasi (Buku Teks, Latihan Soal, Kamus)'}",{'Netral'},{'Tidak Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},0
"{'Novel Fiksi', 'Perlengkapan Seni/Kreatif', 'Alat Musik'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Menambah pengetahuan', 'Kado atau hadiah'}","{'Melukis atau menggambar', 'Menghadiri acara budaya atau edukasi', 'Membaca buku atau majalah'}","{'Buku fiksi (novel, komik, buku anak)', 'Alat Olahraga'}",{'Tidak Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},{'Netral'},4
